CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),cluster,segment,dbscan_cluster
11797,Male,20,61627,46,0,Low Income - Low Spending,0
16484,Male,27,73276,56,0,Low Income - Low Spending,0
18921,Male,39,24296,64,1,High Income - High Spending,0
24171,Female,18,87194,43,0,Low Income - Low Spending,0
22186,Male,40,71185,48,2,Low Income - High Spending,0
42778,Female,28,64140,46,0,Low Income - Low Spending,0
39538,Male,38,169768,27,4,Average Customers,0
21563,Male,18,290204,72,3,High Income - Low Spending,0
20946,Female,35,195228,75,3,High Income - Low Spending,0
17567,Female,31,47300,54,0,Low Income - Low Spending,0
4861,Male,45,70651,51,2,Low Income - High Spending,0
17499,Female,32,31270,10,0,Low Income - Low Spending,0
31439,Male,18,86719,48,0,Low Income - Low Spending,0
35889,Female,46,246653,96,3,High Income - Low Spending,0
32616,Female,25,45223,5,0,Low Income - Low Spending,0
28107,Female,42,118040,17,4,Average Customers,0
18955,Female,44,88576,58,2,Low Income - High Spending,0
20460,Male,47,34649,19,2,Low Income - High Spending,0
34321,Male,26,51538,42,0,Low Income - Low Spending,0
29344,Male,45,66915,44,2,Low Income - High Spending,0
44961,Female,35,80103,47,0,Low Income - Low Spending,0
11005,Female,31,78982,41,0,Low Income - Low Spending,0
26024,Female,57,83996,55,2,Low Income - High Spending,0
13228,Female,48,96279,80,1,High Income - High Spending,0
31187,Female,28,25184,95,1,High Income - High Spending,0
27780,Male,34,281083,79,3,High Income - Low Spending,0
38694,Male,56,132552,8,2,Low Income - High Spending,0
12731,Male,24,31954,15,0,Low Income - Low Spending,0
33237,Male,18,123227,9,4,Average Customers,0
1264,Female,42,86907,42,2,Low Income - High Spending,0
8522,Male,37,60139,40,2,Low Income - High Spending,0
4375,Female,54,150277,7,4,Average Customers,0
45929,Male,36,93974,58,0,Low Income - Low Spending,0
12174,Female,49,38300,60,2,Low Income - High Spending,0
25732,Male,44,104714,86,1,High Income - High Spending,0
45976,Male,29,73510,41,0,Low Income - Low Spending,0
31675,Female,37,52961,51,2,Low Income - High Spending,0
4108,Male,34,117411,28,4,Average Customers,0
27436,Male,25,44418,70,1,High Income - High Spending,0
45148,Female,18,102602,31,0,Low Income - Low Spending,0
24958,Male,59,46708,36,2,Low Income - High Spending,0
2610,Male,43,70411,55,2,Low Income - High Spending,0
39396,Male,32,156531,29,4,Average Customers,0
44995,Female,18,71270,45,0,Low Income - Low Spending,0
3295,Male,42,146380,10,4,Average Customers,0
19061,Female,18,54508,45,0,Low Income - Low Spending,0
13323,Female,36,34107,11,0,Low Income - Low Spending,0
3813,Male,47,35097,88,1,High Income - High Spending,0
8429,Male,51,42938,60,2,Low Income - High Spending,0
4616,Female,30,19956,32,0,Low Income - Low Spending,0
32901,Male,34,49800,44,0,Low Income - Low Spending,0
31844,Female,40,37521,22,2,Low Income - High Spending,0
19493,Male,61,71617,44,2,Low Income - High Spending,0
21350,Male,23,60992,44,0,Low Income - Low Spending,0
46815,Female,44,102443,85,1,High Income - High Spending,0
19467,Male,32,58971,44,0,Low Income - Low Spending,0
16218,Male,35,73729,51,0,Low Income - Low Spending,0
47717,Male,28,49280,23,0,Low Income - Low Spending,0
31997,Female,31,148366,24,4,Average Customers,0
16616,Male,51,118837,74,2,Low Income - High Spending,0
11142,Male,30,33669,6,0,Low Income - Low Spending,0
48686,Male,51,139063,19,4,Average Customers,0
26383,Female,54,64759,51,2,Low Income - High Spending,0
20089,Male,26,80068,54,0,Low Income - Low Spending,0
49974,Male,33,89452,59,0,Low Income - Low Spending,0
17191,Female,21,51653,45,0,Low Income - Low Spending,0
29037,Female,25,39690,63,0,Low Income - Low Spending,0
25945,Male,53,36340,91,1,High Income - High Spending,0
23055,Male,31,28217,66,1,High Income - High Spending,0
40674,Female,39,30236,76,1,High Income - High Spending,0
8723,Female,33,36524,12,0,Low Income - Low Spending,0
13999,Female,38,60046,42,2,Low Income - High Spending,0
11165,Male,44,71739,46,2,Low Income - High Spending,0
35803,Male,37,43178,89,1,High Income - High Spending,0
46392,Male,35,78817,43,0,Low Income - Low Spending,0
17898,Male,43,25395,68,1,High Income - High Spending,0
17995,Female,43,45632,34,2,Low Income - High Spending,0
38980,Male,33,39345,28,0,Low Income - Low Spending,0
12159,Male,18,58039,50,0,Low Income - Low Spending,0
2186,Female,42,77814,44,2,Low Income - High Spending,0
44993,Male,39,75002,43,2,Low Income - High Spending,0
34202,Female,26,85490,55,0,Low Income - Low Spending,0
31185,Female,35,147895,90,3,High Income - Low Spending,0
31452,Female,40,65884,40,2,Low Income - High Spending,0
11802,Male,50,42237,94,1,High Income - High Spending,0
29940,Male,18,206207,70,3,High Income - Low Spending,0
7142,Female,31,42588,26,0,Low Income - Low Spending,0
16702,Male,29,53083,49,0,Low Income - Low Spending,0
16793,Male,40,32250,5,2,Low Income - High Spending,0
36038,Female,24,137500,27,4,Average Customers,0
35551,Female,38,76343,41,2,Low Income - High Spending,0
1984,Female,32,32262,67,1,High Income - High Spending,0
23390,Female,48,41746,35,2,Low Income - High Spending,0
6056,Male,32,19198,26,0,Low Income - Low Spending,0
14937,Male,50,66453,56,2,Low Income - High Spending,0
35700,Male,39,68467,54,2,Low Income - High Spending,0
42014,Female,46,172891,30,4,Average Customers,0
37332,Female,61,285555,75,3,High Income - Low Spending,0
13599,Female,18,39748,21,0,Low Income - Low Spending,0
4524,Female,31,99882,23,4,Average Customers,0
18387,Male,37,225929,89,3,High Income - Low Spending,0
608,Male,46,15000,96,1,High Income - High Spending,0
38266,Male,18,62055,45,0,Low Income - Low Spending,0
21456,Female,47,37013,71,2,Low Income - High Spending,0
17776,Female,39,49472,47,2,Low Income - High Spending,0
34876,Male,46,153604,82,3,High Income - Low Spending,0
30774,Female,31,115940,32,4,Average Customers,0
10467,Female,27,199028,94,3,High Income - Low Spending,0
10980,Male,25,223210,87,3,High Income - Low Spending,0
9112,Female,47,30876,6,2,Low Income - High Spending,0
35688,Female,18,58945,59,0,Low Income - Low Spending,0
22771,Male,35,135823,95,3,High Income - Low Spending,0
2860,Female,26,67442,44,0,Low Income - Low Spending,0
22850,Female,32,58256,58,0,Low Income - Low Spending,0
20605,Female,42,80503,51,2,Low Income - High Spending,0
6856,Female,59,28837,20,2,Low Income - High Spending,0
33740,Female,45,82799,57,2,Low Income - High Spending,0
4958,Female,21,59595,49,0,Low Income - Low Spending,0
31920,Female,37,38793,34,2,Low Income - High Spending,0
47569,Male,27,113840,18,4,Average Customers,0
17296,Female,29,60499,59,0,Low Income - Low Spending,0
25708,Female,33,56721,59,0,Low Income - Low Spending,0
4587,Female,18,41561,7,0,Low Income - Low Spending,0
43263,Female,24,178786,78,3,High Income - Low Spending,0
38407,Female,25,170501,84,3,High Income - Low Spending,0
21136,Female,18,117530,94,1,High Income - High Spending,0
49169,Female,54,98907,29,2,Low Income - High Spending,0
49437,Female,53,243680,88,3,High Income - Low Spending,0
1117,Female,42,73953,59,2,Low Income - High Spending,0
32116,Female,43,90084,56,2,Low Income - High Spending,0
31435,Male,53,38158,78,2,Low Income - High Spending,0
32553,Male,31,117156,10,4,Average Customers,0
9711,Female,30,51359,48,0,Low Income - Low Spending,0
36257,Male,36,74109,41,0,Low Income - Low Spending,0
35604,Male,18,85675,53,0,Low Income - Low Spending,0
6846,Male,36,172576,8,4,Average Customers,0
48618,Male,29,144132,6,4,Average Customers,0
47942,Male,28,78797,46,0,Low Income - Low Spending,0
22954,Female,49,47926,34,2,Low Income - High Spending,0
35817,Female,18,79323,40,0,Low Income - Low Spending,0
26541,Male,43,122069,86,1,High Income - High Spending,0
13327,Male,51,89215,44,2,Low Income - High Spending,0
45971,Male,37,166875,84,3,High Income - Low Spending,0
49864,Male,50,60840,49,2,Low Income - High Spending,0
39372,Male,64,36230,80,2,Low Income - High Spending,0
17624,Female,18,34103,93,1,High Income - High Spending,0
47923,Male,34,79953,44,0,Low Income - Low Spending,0
36697,Male,34,32603,38,0,Low Income - Low Spending,0
5990,Female,30,50756,49,0,Low Income - Low Spending,0
17069,Female,59,35689,6,2,Low Income - High Spending,0
30066,Female,18,49531,96,1,High Income - High Spending,0
28696,Male,20,43295,61,0,Low Income - Low Spending,0
15407,Male,20,53403,44,0,Low Income - Low Spending,0
25735,Female,35,56393,57,0,Low Income - Low Spending,0
22554,Female,48,66702,58,2,Low Income - High Spending,0
21138,Male,32,42053,63,1,High Income - High Spending,0
12916,Female,43,179913,17,4,Average Customers,0
20153,Male,50,71848,53,2,Low Income - High Spending,0
35452,Female,18,92803,41,0,Low Income - Low Spending,0
26822,Male,25,166427,98,3,High Income - Low Spending,0
41187,Male,34,82656,46,0,Low Income - Low Spending,0
12973,Male,56,79926,57,2,Low Income - High Spending,0
39352,Female,42,107545,23,4,Average Customers,0
32524,Male,23,51965,10,0,Low Income - Low Spending,0
41291,Male,33,34392,27,0,Low Income - Low Spending,0
32175,Female,46,62787,54,2,Low Income - High Spending,0
14246,Male,26,47482,70,1,High Income - High Spending,0
37673,Female,42,131832,17,4,Average Customers,0
9770,Male,55,146654,23,2,Low Income - High Spending,0
7851,Female,18,145040,96,3,High Income - Low Spending,0
24732,Male,50,53023,56,2,Low Income - High Spending,0
33846,Male,22,82656,53,0,Low Income - Low Spending,0
37215,Female,24,32759,20,0,Low Income - Low Spending,0
28815,Female,28,21175,90,1,High Income - High Spending,0
6459,Male,29,32323,6,0,Low Income - Low Spending,0
32712,Male,35,65976,48,0,Low Income - Low Spending,0
548,Male,41,124401,10,4,Average Customers,0
22234,Female,24,167998,86,3,High Income - Low Spending,0
9104,Female,24,34157,95,1,High Income - High Spending,0
25258,Female,29,160556,23,4,Average Customers,0
40350,Female,51,64700,43,2,Low Income - High Spending,0
40278,Female,18,35059,9,0,Low Income - Low Spending,0
10543,Male,35,49504,54,0,Low Income - Low Spending,0
31028,Male,37,23857,64,1,High Income - High Spending,0
11224,Female,29,45337,51,0,Low Income - Low Spending,0
12711,Male,36,79273,42,0,Low Income - Low Spending,0
29255,Female,24,69352,52,0,Low Income - Low Spending,0
36068,Female,20,125083,19,4,Average Customers,0
10589,Female,32,68329,44,0,Low Income - Low Spending,0
402,Male,45,116521,82,1,High Income - High Spending,0
6470,Female,23,81365,48,0,Low Income - Low Spending,0
31772,Female,55,299841,93,3,High Income - Low Spending,0
24618,Female,47,174419,97,3,High Income - Low Spending,0
14090,Female,54,73989,58,2,Low Income - High Spending,0
11159,Male,26,94315,57,0,Low Income - Low Spending,0
11637,Male,52,184012,70,3,High Income - Low Spending,0
26593,Female,27,19146,84,1,High Income - High Spending,0
16758,Female,26,39954,32,0,Low Income - Low Spending,0
636,Male,48,29900,26,2,Low Income - High Spending,0
11052,Male,30,58060,50,0,Low Income - Low Spending,0
16906,Female,33,44329,38,0,Low Income - Low Spending,0
30270,Female,41,20195,79,1,High Income - High Spending,0
47654,Female,47,52804,64,2,Low Income - High Spending,0
48490,Female,59,46732,34,2,Low Income - High Spending,0
39203,Female,18,151608,23,4,Average Customers,0
1572,Male,21,46523,73,1,High Income - High Spending,0
25838,Male,35,107228,8,4,Average Customers,0
34551,Male,28,83347,57,0,Low Income - Low Spending,0
48130,Female,44,61946,44,2,Low Income - High Spending,0
20576,Male,26,70824,53,0,Low Income - Low Spending,0
34228,Female,25,77183,43,0,Low Income - Low Spending,0
10271,Female,43,80317,59,2,Low Income - High Spending,0
44253,Male,29,43059,78,1,High Income - High Spending,0
17473,Male,53,51774,80,2,Low Income - High Spending,0
26765,Male,18,251903,72,3,High Income - Low Spending,0
14600,Female,53,141239,5,4,Average Customers,0
24052,Male,23,27855,16,0,Low Income - Low Spending,0
4579,Male,33,32732,19,0,Low Income - Low Spending,0
20270,Male,44,163942,24,4,Average Customers,0
5328,Female,18,69012,44,0,Low Income - Low Spending,0
34492,Male,32,93206,44,0,Low Income - Low Spending,0
14257,Male,20,55180,42,0,Low Income - Low Spending,0
8652,Male,36,78391,47,0,Low Income - Low Spending,0
33638,Female,40,77895,47,2,Low Income - High Spending,0
23380,Male,27,47776,42,0,Low Income - Low Spending,0
57,Male,18,27742,7,0,Low Income - Low Spending,0
34278,Female,46,80177,40,2,Low Income - High Spending,0
12918,Male,25,107042,34,0,Low Income - Low Spending,0
26926,Female,25,72950,49,0,Low Income - Low Spending,0
7769,Male,60,158340,11,2,Low Income - High Spending,0
43394,Male,35,94934,46,0,Low Income - Low Spending,0
24292,Female,19,25273,8,0,Low Income - Low Spending,0
38213,Male,30,35591,23,0,Low Income - Low Spending,0
43468,Female,36,69217,47,0,Low Income - Low Spending,0
47211,Male,50,33775,23,2,Low Income - High Spending,0
44879,Male,18,84394,51,0,Low Income - Low Spending,0
93,Male,29,26109,23,0,Low Income - Low Spending,0
38218,Female,51,43474,62,2,Low Income - High Spending,0
22373,Female,46,74408,42,2,Low Income - High Spending,0
3880,Female,30,34168,14,0,Low Income - Low Spending,0
3065,Male,18,23613,73,1,High Income - High Spending,0
3170,Male,28,74201,46,0,Low Income - Low Spending,0
10030,Male,34,90297,44,0,Low Income - Low Spending,0
30875,Male,30,49101,60,0,Low Income - Low Spending,0
1197,Male,39,40257,68,1,High Income - High Spending,0
40273,Male,22,168674,9,4,Average Customers,0
48351,Female,26,171347,80,3,High Income - Low Spending,0
8649,Female,23,72800,53,0,Low Income - Low Spending,0
21286,Female,28,41126,46,0,Low Income - Low Spending,0
45277,Female,45,69485,58,2,Low Income - High Spending,0
27040,Male,29,165970,86,3,High Income - Low Spending,0
25151,Female,48,53452,47,2,Low Income - High Spending,0
12358,Male,56,87765,52,2,Low Income - High Spending,0
15309,Female,45,60342,59,2,Low Income - High Spending,0
40906,Male,18,32856,80,1,High Income - High Spending,0
17537,Male,36,278558,93,3,High Income - Low Spending,0
35343,Female,19,67008,55,0,Low Income - Low Spending,0
43536,Male,24,86787,56,0,Low Income - Low Spending,0
47548,Female,27,153418,87,3,High Income - Low Spending,0
39175,Male,52,68997,40,2,Low Income - High Spending,0
24656,Female,32,45924,72,1,High Income - High Spending,0
11018,Male,56,65482,46,2,Low Income - High Spending,0
16380,Female,18,58697,58,0,Low Income - Low Spending,0
36999,Male,42,165853,8,4,Average Customers,0
16285,Female,41,47735,19,2,Low Income - High Spending,0
26738,Male,18,75970,58,0,Low Income - Low Spending,0
29246,Female,25,105123,29,0,Low Income - Low Spending,0
47087,Male,44,151730,22,4,Average Customers,0
17302,Male,32,69208,55,0,Low Income - Low Spending,0
17377,Female,30,53426,76,1,High Income - High Spending,0
6472,Male,23,105493,21,4,Average Customers,0
32346,Male,50,58348,46,2,Low Income - High Spending,0
16220,Male,61,37197,21,2,Low Income - High Spending,0
7013,Female,36,68503,43,0,Low Income - Low Spending,0
4427,Female,45,147775,26,4,Average Customers,0
21470,Female,18,214418,80,3,High Income - Low Spending,0
13286,Male,19,126326,97,1,High Income - High Spending,0
670,Female,23,116496,10,4,Average Customers,0
669,Female,22,28239,62,0,Low Income - Low Spending,0
24018,Female,21,71398,44,0,Low Income - Low Spending,0
12007,Male,36,259542,90,3,High Income - Low Spending,0
27924,Male,18,23757,83,1,High Income - High Spending,0
16951,Female,52,269417,82,3,High Income - Low Spending,0
9150,Female,32,287803,72,3,High Income - Low Spending,0
35756,Male,26,194277,93,3,High Income - Low Spending,0
5817,Male,28,41647,17,0,Low Income - Low Spending,0
37212,Male,18,65898,55,0,Low Income - Low Spending,0
27191,Male,18,160400,5,4,Average Customers,0
43215,Male,18,87979,43,0,Low Income - Low Spending,0
13218,Male,39,24071,64,1,High Income - High Spending,0
28515,Male,27,32165,95,1,High Income - High Spending,0
33226,Male,20,19062,60,0,Low Income - Low Spending,0
25267,Male,27,150594,6,4,Average Customers,0
40316,Female,25,166169,26,4,Average Customers,0
5370,Male,31,56644,56,0,Low Income - Low Spending,0
30376,Male,20,104495,90,1,High Income - High Spending,0
17202,Female,27,42166,5,0,Low Income - Low Spending,0
47399,Male,49,82356,48,2,Low Income - High Spending,0
39981,Female,38,156056,9,4,Average Customers,0
32580,Male,44,80700,44,2,Low Income - High Spending,0
4159,Male,18,71914,52,0,Low Income - Low Spending,0
21463,Female,36,90300,53,0,Low Income - Low Spending,0
17451,Male,38,36680,18,2,Low Income - High Spending,0
10786,Male,34,180210,6,4,Average Customers,0
3355,Female,28,45202,9,0,Low Income - Low Spending,0
45953,Female,52,82365,40,2,Low Income - High Spending,0
14984,Female,20,39730,17,0,Low Income - Low Spending,0
18524,Female,39,41287,80,1,High Income - High Spending,0
16619,Female,27,27090,34,0,Low Income - Low Spending,0
39543,Male,33,93172,41,0,Low Income - Low Spending,0
49813,Female,36,38832,25,0,Low Income - Low Spending,0
10550,Male,33,35339,69,1,High Income - High Spending,0
10135,Male,43,59375,45,2,Low Income - High Spending,0
493,Female,36,53904,17,0,Low Income - Low Spending,0
40791,Male,43,113071,9,4,Average Customers,0
27131,Female,28,161935,28,4,Average Customers,0
43049,Female,35,141681,20,4,Average Customers,0
15397,Male,45,253326,71,3,High Income - Low Spending,0
22805,Male,31,27228,91,1,High Income - High Spending,0
21566,Female,32,60884,59,0,Low Income - Low Spending,0
15339,Female,28,122225,13,4,Average Customers,0
18502,Male,34,57269,41,0,Low Income - Low Spending,0
11081,Female,49,142081,91,3,High Income - Low Spending,0
39276,Male,24,85284,57,0,Low Income - Low Spending,0
49255,Female,41,38977,26,2,Low Income - High Spending,0
11402,Female,54,114709,6,2,Low Income - High Spending,0
12331,Male,28,58335,43,0,Low Income - Low Spending,0
36194,Female,35,165068,26,4,Average Customers,0
5097,Male,38,15000,68,1,High Income - High Spending,0
8140,Female,18,43684,89,1,High Income - High Spending,0
36499,Male,46,46678,41,2,Low Income - High Spending,0
49760,Male,45,40095,5,2,Low Income - High Spending,0
23994,Male,18,229355,97,3,High Income - Low Spending,0
14820,Female,54,51795,51,2,Low Income - High Spending,0
40525,Female,39,51714,57,2,Low Income - High Spending,0
30109,Male,30,20287,25,0,Low Income - Low Spending,0
29115,Male,27,38263,72,1,High Income - High Spending,0
41712,Male,35,46191,57,0,Low Income - Low Spending,0
31297,Female,22,33633,63,0,Low Income - Low Spending,0
10387,Male,29,38127,12,0,Low Income - Low Spending,0
47021,Female,38,82242,41,2,Low Income - High Spending,0
26453,Male,46,32627,23,2,Low Income - High Spending,0
26262,Male,29,137008,32,4,Average Customers,0
42581,Female,28,130866,94,1,High Income - High Spending,0
29040,Female,52,232335,82,3,High Income - Low Spending,0
14538,Male,38,82853,55,2,Low Income - High Spending,0
15044,Male,26,48157,57,0,Low Income - Low Spending,0
19645,Male,27,84092,41,0,Low Income - Low Spending,0
38813,Female,27,59659,41,0,Low Income - Low Spending,0
12882,Male,26,213133,84,3,High Income - Low Spending,0
28034,Female,29,34999,81,1,High Income - High Spending,0
29597,Female,42,162860,89,3,High Income - Low Spending,0
48011,Female,67,97138,94,2,Low Income - High Spending,0
46369,Male,46,171385,8,4,Average Customers,0
43687,Female,34,31307,97,1,High Income - High Spending,0
21309,Female,28,27531,39,0,Low Income - Low Spending,0
45755,Female,57,49385,45,2,Low Income - High Spending,0
19891,Female,31,74068,47,0,Low Income - Low Spending,0
36138,Male,54,80422,59,2,Low Income - High Spending,0
2633,Female,37,56325,54,2,Low Income - High Spending,0
4358,Male,30,67674,40,0,Low Income - Low Spending,0
18364,Female,44,39339,60,2,Low Income - High Spending,0
9625,Male,37,123488,30,4,Average Customers,0
33919,Female,41,201478,85,3,High Income - Low Spending,0
47686,Female,39,55317,59,2,Low Income - High Spending,0
13832,Male,37,112066,74,1,High Income - High Spending,0
26806,Male,36,52386,51,0,Low Income - Low Spending,0
3322,Male,54,31176,16,2,Low Income - High Spending,0
46385,Male,27,244414,72,3,High Income - Low Spending,0
3333,Male,29,99444,31,0,Low Income - Low Spending,0
32381,Female,32,68360,49,0,Low Income - Low Spending,0
49085,Male,26,141109,26,4,Average Customers,0
17099,Male,38,52469,48,2,Low Income - High Spending,0
9824,Male,20,116189,81,1,High Income - High Spending,0
36803,Female,28,32941,38,0,Low Income - Low Spending,0
16520,Female,24,28631,76,1,High Income - High Spending,0
26426,Male,28,84280,42,0,Low Income - Low Spending,0
48751,Male,25,39345,92,1,High Income - High Spending,0
7829,Male,44,45430,44,2,Low Income - High Spending,0
11176,Male,40,165672,76,3,High Income - Low Spending,0
2566,Male,50,228757,75,3,High Income - Low Spending,0
43118,Male,25,25558,12,0,Low Income - Low Spending,0
33455,Female,35,51309,44,0,Low Income - Low Spending,0
30221,Male,48,138709,96,3,High Income - Low Spending,0
9607,Female,40,62625,46,2,Low Income - High Spending,0
23692,Female,30,38137,69,1,High Income - High Spending,0
21996,Female,48,72774,49,2,Low Income - High Spending,0
667,Male,43,87315,54,2,Low Income - High Spending,0
40131,Male,37,59048,58,1,High Income - High Spending,0
5471,Female,50,78131,42,2,Low Income - High Spending,0
30113,Female,31,23279,7,0,Low Income - Low Spending,0
38679,Female,53,33426,68,2,Low Income - High Spending,0
38638,Male,40,59418,52,2,Low Income - High Spending,0
44150,Female,37,81260,44,2,Low Income - High Spending,0
25352,Female,38,78760,55,2,Low Income - High Spending,0
8662,Female,44,55381,40,2,Low Income - High Spending,0
2237,Female,47,65317,46,2,Low Income - High Spending,0
19260,Male,18,144508,17,4,Average Customers,0
6932,Male,24,37241,15,0,Low Income - Low Spending,0
47027,Female,18,117092,26,0,Low Income - Low Spending,0
29684,Male,37,95445,52,2,Low Income - High Spending,0
38156,Female,30,52458,43,0,Low Income - Low Spending,0
47707,Male,46,175774,13,4,Average Customers,0
37787,Female,25,272725,90,3,High Income - Low Spending,0
5484,Male,18,103600,16,0,Low Income - Low Spending,0
33003,Female,42,58660,53,2,Low Income - High Spending,0
7619,Male,40,301164,70,3,High Income - Low Spending,0
37626,Male,55,288903,82,3,High Income - Low Spending,0
9168,Female,39,23840,98,1,High Income - High Spending,0
4543,Male,26,163426,26,4,Average Customers,0
6406,Female,37,37874,84,1,High Income - High Spending,0
22482,Male,18,16717,25,0,Low Income - Low Spending,0
7552,Female,36,33645,88,1,High Income - High Spending,0
42958,Male,24,61743,45,0,Low Income - Low Spending,0
41393,Male,18,110430,76,1,High Income - High Spending,0
41159,Male,60,109966,30,2,Low Income - High Spending,0
11962,Male,20,39718,31,0,Low Income - Low Spending,0
26709,Female,31,129777,5,4,Average Customers,0
35022,Male,25,82217,40,0,Low Income - Low Spending,0
32915,Male,51,59025,50,2,Low Income - High Spending,0
25342,Male,26,188694,85,3,High Income - Low Spending,0
7071,Male,47,116998,34,2,Low Income - High Spending,0
19339,Female,18,67271,58,0,Low Income - Low Spending,0
39693,Male,30,154335,76,3,High Income - Low Spending,0
11329,Male,22,54795,52,0,Low Income - Low Spending,0
5764,Male,38,38650,18,2,Low Income - High Spending,0
41597,Male,44,15000,26,2,Low Income - High Spending,0
49972,Female,42,41296,73,1,High Income - High Spending,0
12923,Male,42,235368,72,3,High Income - Low Spending,0
18287,Male,40,135261,18,4,Average Customers,0
8874,Female,19,117778,17,4,Average Customers,0
17089,Female,27,176218,12,4,Average Customers,0
30008,Male,41,145700,75,3,High Income - Low Spending,0
31017,Male,40,114559,31,4,Average Customers,0
37388,Male,35,58980,50,0,Low Income - Low Spending,0
42806,Female,46,74263,57,2,Low Income - High Spending,0
8661,Female,61,187409,86,3,High Income - Low Spending,0
48985,Male,18,61756,47,0,Low Income - Low Spending,0
23033,Female,18,108959,31,0,Low Income - Low Spending,0
43907,Male,28,23055,97,1,High Income - High Spending,0
34338,Female,19,40764,34,0,Low Income - Low Spending,0
48188,Female,36,30189,87,1,High Income - High Spending,0
37048,Female,33,47696,32,0,Low Income - Low Spending,0
6380,Female,31,156877,33,4,Average Customers,0
12097,Female,42,83724,48,2,Low Income - High Spending,0
474,Male,26,231589,84,3,High Income - Low Spending,0
13506,Female,39,24748,29,2,Low Income - High Spending,0
42365,Female,53,65068,41,2,Low Income - High Spending,0
13797,Male,33,67292,48,0,Low Income - Low Spending,0
10782,Female,28,85188,56,0,Low Income - Low Spending,0
40488,Male,49,240952,71,3,High Income - Low Spending,0
39125,Male,33,182912,91,3,High Income - Low Spending,0
31513,Female,39,42099,56,2,Low Income - High Spending,0
3839,Female,18,20328,83,1,High Income - High Spending,0
24883,Male,39,73826,54,2,Low Income - High Spending,0
40393,Male,61,25476,66,2,Low Income - High Spending,0
36652,Female,31,92516,29,0,Low Income - Low Spending,0
34996,Female,24,155116,5,4,Average Customers,0
10130,Male,24,147421,81,3,High Income - Low Spending,0
24402,Male,40,284735,90,3,High Income - Low Spending,0
32437,Male,32,95536,16,4,Average Customers,0
24921,Female,24,62668,42,0,Low Income - Low Spending,0
22316,Male,29,36261,33,0,Low Income - Low Spending,0
4448,Female,33,63591,42,0,Low Income - Low Spending,0
12308,Male,42,44537,78,1,High Income - High Spending,0
2867,Male,41,55618,51,2,Low Income - High Spending,0
42039,Female,40,92112,59,2,Low Income - High Spending,0
44654,Female,23,54643,89,1,High Income - High Spending,0
18278,Female,18,81289,51,0,Low Income - Low Spending,0
11670,Male,32,101575,78,1,High Income - High Spending,0
29178,Male,44,45806,59,2,Low Income - High Spending,0
13111,Male,47,123029,28,2,Low Income - High Spending,0
30304,Male,35,86471,42,0,Low Income - Low Spending,0
20088,Female,33,79604,41,0,Low Income - Low Spending,0
4308,Male,41,176110,76,3,High Income - Low Spending,0
38685,Male,18,60012,40,0,Low Income - Low Spending,0
41581,Female,39,29228,30,2,Low Income - High Spending,0
12490,Female,22,46886,38,0,Low Income - Low Spending,0
48335,Female,23,185606,76,3,High Income - Low Spending,0
22981,Female,31,40559,62,1,High Income - High Spending,0
11477,Male,51,61819,51,2,Low Income - High Spending,0
774,Male,23,118910,25,4,Average Customers,0
38758,Female,43,71321,42,2,Low Income - High Spending,0
15345,Male,40,66222,40,2,Low Income - High Spending,0
11873,Female,35,36678,60,1,High Income - High Spending,0
33365,Male,23,101065,59,0,Low Income - Low Spending,0
42188,Female,20,27571,96,1,High Income - High Spending,0
2646,Female,35,242829,86,3,High Income - Low Spending,0
48939,Female,40,205127,84,3,High Income - Low Spending,0
5363,Female,37,20932,66,1,High Income - High Spending,0
20210,Male,18,169400,25,4,Average Customers,0
26472,Male,55,79554,48,2,Low Income - High Spending,0
17992,Female,45,174361,12,4,Average Customers,0
3389,Female,41,188747,80,3,High Income - Low Spending,0
32911,Male,18,27650,87,1,High Income - High Spending,0
37462,Male,43,71275,57,2,Low Income - High Spending,0
40938,Female,54,152159,30,2,Low Income - High Spending,0
28443,Male,55,106558,75,2,Low Income - High Spending,0
18637,Female,18,38888,12,0,Low Income - Low Spending,0
11891,Male,44,43451,95,1,High Income - High Spending,0
13713,Female,40,52226,64,1,High Income - High Spending,0
45374,Male,18,21316,74,1,High Income - High Spending,0
5374,Male,21,52805,44,0,Low Income - Low Spending,0
35463,Female,32,39956,84,1,High Income - High Spending,0
22841,Female,31,267105,78,3,High Income - Low Spending,0
30734,Female,49,34523,25,2,Low Income - High Spending,0
24301,Female,52,53385,46,2,Low Income - High Spending,0
47973,Male,35,38028,62,1,High Income - High Spending,0
1464,Female,43,77838,57,2,Low Income - High Spending,0
33445,Female,42,22209,82,1,High Income - High Spending,0
15773,Male,39,84760,49,2,Low Income - High Spending,0
36900,Male,34,240530,73,3,High Income - Low Spending,0
2757,Female,29,39446,73,1,High Income - High Spending,0
27097,Female,51,95289,7,2,Low Income - High Spending,0
29745,Female,39,42697,23,2,Low Income - High Spending,0
33401,Male,39,71965,59,2,Low Income - High Spending,0
16259,Female,24,53162,18,0,Low Income - Low Spending,0
35711,Male,33,42062,32,0,Low Income - Low Spending,0
7201,Male,18,157860,76,3,High Income - Low Spending,0
29372,Female,35,42929,69,1,High Income - High Spending,0
896,Male,51,158203,12,4,Average Customers,0
2464,Male,36,81018,48,0,Low Income - Low Spending,0
