CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100)
30747,Female,34,78439,45
48733,Female,18,128267,7
9007,Male,31,45260,9
14146,Male,54,49683,50
38314,Female,37,287897,95
21194,Male,30,134789,21
49224,Female,41,101392,8
36897,Female,37,77894,51
29500,Male,27,126307,8
31418,Female,18,225641,85
12441,Male,47,60943,41
25087,Male,44,73023,55
19325,Female,34,277517,79
34809,Male,31,91855,57
20334,Female,37,86487,19
1223,Female,37,76888,43
6546,Female,28,125649,16
29758,Male,18,49846,47
1338,Male,50,129653,29
2547,Male,32,53173,43
32128,Male,42,63229,59
33314,Female,51,140278,78
27531,Male,33,95181,13
29429,Male,53,89143,33
29425,Female,37,70868,55
1175,Female,39,25282,35
48478,Female,52,35419,92
21651,Male,41,17454,61
48575,Female,45,83839,41
37433,Female,33,112195,31
34083,Female,36,111979,12
9211,Female,34,40463,33
3709,Female,39,45058,53
12656,Female,26,53589,46
14739,Male,33,81603,41
28877,Male,47,98499,10
18296,Female,64,50674,56
33229,Male,18,201838,77
33074,Female,32,79154,51
444,Male,32,157248,34
13518,Female,18,84440,44
46801,Male,18,15000,21
39035,Female,24,72002,41
27030,Female,18,34371,68
32914,Male,18,82570,46
28360,Female,49,68879,50
40740,Female,18,23103,89
45358,Female,51,27264,31
17007,Male,52,20519,11
33483,Female,38,41194,10
3666,Male,46,82591,43
21212,Female,42,140564,5
25626,Male,38,281068,89
16246,Female,36,35388,28
46165,Female,42,94324,11
43634,Male,37,34047,76
8399,Female,50,82813,48
29829,Male,32,73886,51
35518,Female,37,77457,42
570,Female,51,52557,56
37330,Female,33,74257,54
44978,Female,47,15000,63
35172,Male,25,120214,8
49825,Female,34,30140,60
47189,Male,23,48256,71
20226,Female,28,27810,19
42849,Male,41,33448,22
42313,Male,29,76419,43
7794,Female,29,149440,32
17203,Female,29,67712,53
20073,Female,35,62618,55
13193,Male,57,32163,96
35599,Male,30,65559,46
25432,Female,32,164563,13
38042,Male,31,33407,84
26904,Male,37,53268,42
29547,Female,49,204232,79
26719,Male,58,36659,61
27720,Female,47,37141,76
27837,Female,43,75007,58
20154,Male,51,25015,28
7690,Female,50,53255,42
38518,Female,58,130721,86
38752,Male,43,54169,43
37677,Female,32,67298,47
15367,Male,39,60634,42
23792,Female,50,36808,19
33376,Female,34,70114,52
41037,Female,41,18937,33
2632,Female,53,36044,23
22017,Female,42,174323,75
1568,Male,22,89716,15
46187,Female,18,38655,33
30099,Female,33,89998,8
15705,Female,35,99319,15
465,Male,27,65004,50
49451,Male,18,28135,28
43963,Female,40,28699,72
20431,Female,25,69555,54
24913,Male,26,105941,9
49387,Male,32,40826,88
8272,Male,33,110974,73
14249,Male,24,51909,42
16319,Male,21,35187,16
21547,Male,34,30246,86
47850,Male,55,44607,57
14715,Female,50,155128,90
44072,Male,23,68261,48
23687,Female,42,141258,8
4292,Male,32,44094,79
26586,Female,26,82088,41
37617,Male,27,20973,21
13885,Female,30,79468,54
7,Female,30,60392,43
20430,Male,33,183304,7
8500,Female,28,70386,59
19718,Female,37,52918,44
36268,Female,39,172315,5
16650,Female,32,42318,12
38898,Male,36,58560,41
22738,Female,37,31031,84
6958,Male,50,39618,93
25076,Female,48,25322,13
45642,Male,26,84255,57
9160,Female,28,41591,75
10132,Female,32,17134,14
27477,Male,31,32088,22
2971,Male,45,57838,59
15506,Female,45,35298,34
29293,Female,29,21988,66
30299,Female,37,75156,42
46015,Male,55,28995,73
10928,Female,47,24299,38
16514,Female,29,71834,40
48380,Male,58,16055,82
42069,Female,27,66807,52
26611,Male,24,63730,41
14508,Female,39,66309,49
2320,Female,53,67689,50
43271,Male,45,150163,15
22687,Male,30,162637,87
13355,Male,49,88535,45
15486,Female,18,67943,53
24687,Female,35,33312,9
31379,Female,28,175424,15
5722,Male,40,143642,7
27868,Female,45,158223,92
23828,Male,35,181767,20
33778,Female,30,125074,95
16846,Male,34,127163,97
2425,Female,18,19145,92
37543,Male,28,47436,58
33437,Female,52,249393,85
18377,Female,51,48616,72
31062,Female,42,66489,46
46898,Male,22,79716,42
3938,Female,41,110400,29
18067,Female,18,38016,9
14903,Female,41,20901,79
44069,Male,64,21285,20
9366,Female,26,171326,8
39236,Female,22,35152,7
13263,Male,33,161245,83
46733,Female,22,18200,34
25025,Female,47,45560,51
41049,Female,40,42395,68
36658,Male,18,28412,74
48821,Male,27,81367,50
14547,Female,36,97403,18
4203,Male,31,68916,50
37475,Male,29,280348,98
47285,Female,40,164922,33
40242,Female,37,76464,57
22769,Female,28,30888,75
30516,Male,36,63781,42
8454,Female,32,43250,63
8348,Male,25,78319,43
11374,Male,36,69236,53
47635,Female,18,62513,54
42657,Female,43,23034,7
20983,Male,43,52659,70
37414,Male,26,76936,46
41706,Female,30,80934,56
46747,Male,35,34655,33
35533,Male,35,153135,75
45896,Male,36,85054,52
48761,Male,34,112747,12
25447,Male,28,55994,56
10797,Female,39,60347,46
5515,Female,36,65149,40
370,Female,28,69709,41
22502,Female,28,155503,21
17472,Male,18,48731,55
49068,Male,52,48368,36
37746,Male,33,112378,29
30232,Male,24,44961,40
33948,Female,25,106400,30
15676,Male,28,108483,81
37957,Male,32,64327,43
33977,Male,22,51081,78
24971,Male,45,32001,61
20965,Female,49,184871,34
7051,Female,46,26236,7
51,Female,23,56996,43
14284,Female,18,25618,82
25384,Male,26,206897,81
32649,Male,39,65175,51
10451,Female,32,60453,42
42646,Male,23,16640,79
26384,Male,35,151777,95
14499,Male,19,116864,9
9731,Male,38,84899,41
22315,Female,32,30609,36
27152,Male,43,58577,41
16623,Male,18,161951,29
35792,Female,43,69587,48
9401,Male,27,71357,53
27430,Female,47,43825,69
3395,Female,44,28657,13
36074,Female,55,164614,31
49478,Male,48,172059,16
12296,Male,25,51739,52
19805,Female,53,101405,96
30662,Female,54,58899,58
23917,Male,36,158957,19
43057,Female,41,65983,48
27214,Female,18,67444,53
33543,Male,43,72930,57
8144,Female,53,63527,49
23077,Male,44,67806,41
3883,Female,35,17638,96
17916,Male,32,52827,55
100,Female,28,166684,85
15342,Male,20,69309,48
30358,Female,62,56070,34
4876,Male,27,57817,58
20664,Female,18,77090,46
11174,Male,30,140951,97
25023,Male,34,46069,23
3691,Male,44,181814,93
25806,Male,50,74158,51
8172,Male,31,295617,81
11029,Female,51,78144,56
10877,Male,41,274368,83
25478,Female,38,145973,6
23219,Female,26,57119,47
32893,Male,30,29882,17
36630,Male,25,94006,47
22782,Female,43,45543,11
2058,Female,50,71469,53
14932,Male,53,75306,46
30296,Female,34,31295,6
19300,Female,18,23697,66
42143,Male,34,52962,65
34770,Female,50,69463,56
40957,Male,43,40570,13
1458,Male,18,74693,58
24146,Female,32,115292,11
34047,Male,56,59898,49
24158,Female,41,93785,58
28367,Male,18,57700,58
24401,Male,21,97833,15
22124,Male,31,46762,52
10647,Female,46,78182,54
25051,Male,49,276357,89
24907,Female,38,244937,71
38406,Male,18,172657,76
14676,Male,42,66483,54
29135,Female,48,54173,43
22961,Female,30,83516,47
31046,Female,44,54288,55
13759,Male,38,177657,28
33896,Male,40,53156,41
48451,Female,18,50722,24
38199,Male,31,78125,44
23049,Female,29,186641,84
24690,Male,32,35536,70
20096,Female,48,67380,47
46103,Male,23,52630,80
23781,Female,36,112815,25
22296,Female,33,213022,76
6338,Female,45,125168,5
21368,Female,27,65252,58
29966,Male,44,51015,36
49172,Female,18,72160,40
975,Male,27,138716,34
15523,Male,36,77986,48
22509,Female,61,264146,95
48797,Female,41,49447,21
12463,Male,18,73515,46
23969,Female,48,52156,45
843,Female,25,34665,62
24882,Male,47,50771,13
48822,Male,51,88184,52
23648,Female,37,35502,12
6256,Male,18,63892,57
31303,Female,49,30045,90
16697,Female,35,62774,44
41560,Male,29,64054,56
41213,Male,32,19680,65
31944,Male,37,32375,66
8728,Female,24,31202,19
34402,Female,38,42978,65
33538,Female,21,81990,41
6685,Male,45,61360,48
34460,Female,18,21683,97
46190,Male,34,76757,58
13859,Male,53,72626,45
49499,Male,38,68881,41
9307,Male,57,21653,22
46118,Male,33,166699,18
45299,Female,18,110533,93
8256,Male,53,91038,58
42736,Male,22,84129,58
3237,Female,28,74650,52
10776,Male,33,20445,74
17610,Male,31,123153,90
5183,Male,29,63059,40
35263,Male,30,37860,31
16070,Female,31,33390,23
5491,Male,23,68315,56
46469,Female,31,47542,51
23014,Male,55,264072,90
42076,Female,37,69648,57
14110,Male,38,49185,19
17321,Female,47,45954,59
6532,Female,36,162097,24
3494,Male,20,131174,30
13827,Female,57,146890,74
30715,Female,37,116467,25
10798,Female,18,65844,44
25073,Female,19,50400,94
48237,Female,18,59264,50
16058,Female,38,83853,34
20098,Female,31,45013,56
25094,Female,33,77777,57
46504,Female,43,138584,10
47342,Female,44,61675,50
31921,Male,52,16456,66
39905,Female,35,70624,51
44286,Female,25,65659,46
38025,Male,37,221051,78
42491,Female,39,158996,70
12359,Male,20,157435,17
44000,Female,18,173192,13
21504,Male,28,37448,11
4662,Female,36,82820,48
27201,Male,45,38191,21
17860,Female,42,55764,16
41978,Female,18,67039,58
19547,Female,45,110919,29
48646,Male,48,60413,40
43071,Female,31,34663,86
46112,Male,41,169210,8
45628,Female,31,74864,59
4498,Male,29,29795,98
18345,Male,39,79657,57
48551,Male,29,81047,49
2801,Male,56,27452,39
38392,Male,31,61276,46
13830,Male,38,48821,24
44071,Male,22,107037,98
44544,Female,18,71594,40
7348,Female,50,62439,43
1774,Male,42,64780,51
24429,Female,37,172870,82
5192,Male,20,89152,41
20053,Female,34,142020,80
6778,Male,43,35861,18
11662,Female,63,28346,32
4415,Male,30,69914,43
37730,Male,37,29221,60
10357,Male,18,35954,32
19706,Male,18,31699,67
19849,Male,31,85285,45
30132,Male,25,34940,32
2333,Male,18,52972,93
37025,Male,41,29871,96
46102,Male,47,125781,82
12325,Male,18,103063,88
14300,Male,32,83960,47
47570,Female,28,51646,82
49313,Female,39,42462,90
34002,Female,22,63816,43
31431,Male,18,88815,40
26113,Female,25,36456,6
16587,Female,30,72715,54
30794,Male,50,85054,57
15260,Female,38,92471,17
23956,Male,55,53337,39
14006,Female,54,74768,47
45161,Female,34,37634,15
19573,Male,19,66110,49
15140,Male,36,58044,40
46732,Female,44,86690,48
4698,Female,37,23989,14
33298,Female,22,252373,89
25462,Male,27,64538,52
13585,Female,53,65205,47
27650,Female,35,66403,58
42423,Male,41,231976,85
6409,Male,30,91706,54
14778,Male,20,60472,55
3319,Female,33,82103,54
3208,Female,46,33378,5
5649,Male,32,288905,83
44514,Male,57,43205,13
42174,Female,36,73078,41
44903,Female,33,34878,92
26799,Male,28,65768,57
23669,Female,25,218916,81
17745,Female,28,23559,87
37967,Female,50,79961,49
31324,Male,42,90605,40
1239,Female,32,274774,81
7183,Female,26,29396,38
24872,Female,38,41302,93
34285,Male,31,83811,59
21433,Male,37,274128,92
28607,Male,44,20299,12
38100,Male,42,22934,92
21961,Male,38,46519,8
12658,Male,33,38847,62
48738,Female,43,57707,56
39541,Male,24,70799,49
41981,Male,23,119907,7
43557,Male,22,169980,12
6713,Male,35,78269,48
33084,Male,33,173969,73
35318,Male,29,75149,48
43317,Female,18,95155,41
38217,Male,41,66631,55
44426,Male,34,126464,70
38057,Female,44,24923,22
26872,Female,21,25087,21
43272,Female,66,39581,5
10434,Male,40,30173,27
40079,Male,34,205279,96
16706,Male,31,271152,73
8516,Male,34,15567,20
48397,Male,33,257627,72
20032,Male,41,134733,30
33082,Female,45,44344,61
21466,Female,47,72311,45
17006,Male,48,57634,54
7940,Male,45,73766,53
15555,Female,34,61331,51
44489,Male,23,228288,85
6859,Male,34,131663,31
8230,Male,47,156469,90
3158,Female,42,75329,44
1149,Female,38,26895,5
15823,Male,43,24782,32
44871,Male,39,175501,27
5171,Male,18,69187,53
11241,Female,18,182285,73
2211,Female,54,49332,9
34537,Male,35,172626,22
44317,Female,30,45089,77
11601,Male,33,24500,38
24723,Female,75,153267,9
32881,Male,30,37447,75
445,Male,38,42035,9
21733,Female,30,85607,50
16504,Male,53,267812,75
22470,Female,50,170147,20
46871,Male,30,53085,48
30781,Female,46,37298,83
21785,Male,50,154220,33
23586,Female,37,65394,58
10290,Female,30,94613,59
24190,Female,29,123846,25
34262,Female,33,192880,76
16608,Female,42,45299,25
26459,Female,36,28731,27
31201,Male,38,55220,42
21796,Male,27,61245,49
9838,Female,28,242928,90
4533,Male,37,172075,34
17962,Female,22,57440,74
3594,Female,40,68719,43
49373,Female,18,27168,5
47840,Male,41,68696,49
45604,Male,18,85378,59
29282,Female,60,43660,83
40199,Female,29,136696,20
42606,Female,40,90803,45
28386,Male,54,134339,26
22842,Female,36,71751,42
8802,Male,19,187970,85
42953,Female,33,54703,46
13057,Male,18,128124,6
44769,Female,37,87480,44
17944,Female,43,66945,59
26448,Female,28,50318,51
25842,Female,32,56641,59
37731,Male,32,83055,59
29076,Male,36,59721,54
36479,Male,41,58751,46
30612,Male,36,63932,56
46101,Male,34,284961,73
24145,Female,29,50818,23
45094,Male,21,44633,73
49642,Female,27,59735,44
30928,Female,18,49998,53
19194,Female,44,48659,52
34272,Male,31,64932,51
1163,Male,31,51490,49
3142,Female,35,69010,43
24925,Male,32,33991,88
35269,Female,57,235297,72
42596,Male,51,163233,7
34090,Male,39,49884,43
12170,Male,19,25786,73
12202,Female,37,50355,59
26653,Female,18,48147,50
18039,Female,24,31217,21
46757,Male,45,68690,58
49299,Male,35,35257,10
29382,Male,33,54817,43
22111,Male,50,50300,96
15794,Male,46,32061,18
38541,Female,18,91911,11
29151,Male,42,29247,32
44596,Male,34,246871,88
32732,Female,42,45618,84
8913,Male,30,219277,79
8421,Female,26,79185,58
33964,Male,41,15000,97
12504,Female,52,29270,66
44169,Female,36,43078,85
48916,Male,25,174189,12
13911,Male,65,177514,91
9955,Male,28,46598,46
40616,Male,20,60080,59
1006,Female,50,49243,43
27240,Female,19,18336,10
15318,Female,29,54341,44
32930,Female,58,21315,21
8280,Female,46,93851,17
20129,Female,42,30751,36
1427,Female,22,57950,42
14958,Female,25,89752,29
5269,Female,34,67060,45
19812,Female,45,52053,13
8697,Male,25,30125,14
15743,Female,19,29647,78
49324,Male,21,31017,80
6921,Male,35,186663,27
4567,Male,42,99749,27
5066,Male,39,96039,43
29919,Male,34,83644,50
36056,Male,43,135750,19
25069,Female,41,23190,70
16280,Male,30,40849,32
2852,Female,34,240667,80
26809,Male,39,97547,25
41373,Female,28,38602,11
487,Female,38,170838,91
18985,Female,33,157217,14
36032,Female,42,28466,70
48162,Female,19,62690,53
23887,Female,20,192922,86
44312,Male,44,35320,78
43205,Female,45,38420,21
28906,Female,18,70063,40
32195,Female,24,35384,85
43438,Female,29,70067,56
28898,Female,26,86338,41
13696,Female,45,75944,42
14530,Female,30,83893,54
25997,Female,27,54860,55
6631,Male,48,16375,20
38718,Female,46,134651,70
23203,Male,42,298595,90
15662,Male,39,85486,47
13785,Male,41,47213,5
27243,Female,55,53169,52
24965,Male,38,137573,74
21209,Female,50,59682,43
15700,Female,21,182974,98
34496,Male,46,115414,13
22840,Female,41,74922,53
37137,Male,49,176377,83
8120,Male,42,195120,79
35457,Female,46,288269,90
13912,Male,18,120987,12
29067,Female,34,69367,58
36645,Male,25,137316,32
15754,Male,18,45855,7
4624,Female,38,116686,16
38577,Female,28,72046,49
36715,Female,56,35864,90
30556,Male,32,238047,75
43456,Male,47,49361,73
3794,Female,44,52804,6
14758,Female,38,83849,58
33342,Female,61,96528,77
22747,Male,41,60628,41
27615,Female,18,217278,79
37173,Male,24,86673,52
41094,Female,58,47008,58
17229,Male,29,96763,32
1116,Female,18,152765,11
12055,Female,48,32359,66
3890,Male,24,50543,94
36251,Male,30,53701,52
11379,Female,53,66108,58
24325,Female,18,63372,47
48220,Male,54,91528,59
32192,Female,32,281008,73
4363,Female,41,171325,17
23553,Female,18,86470,55
26513,Male,19,81035,45
34257,Male,46,68858,40
371,Male,26,62645,46
46880,Male,45,48608,57
11694,Female,43,33520,15
4672,Female,45,107478,14
23718,Male,57,32590,83
3485,Male,38,126315,8
20834,Male,40,293831,87
19800,Female,47,83595,42
35611,Male,27,79085,46
18232,Male,32,57210,51
9853,Female,40,36050,91
49352,Male,18,172339,31
15837,Female,39,192095,81
5115,Male,35,95883,11
32037,Female,37,60807,44
37485,Male,35,30351,38
27086,Female,25,42036,13
29270,Male,42,76933,56
15193,Female,26,42520,31
45419,Female,18,159152,5
38723,Female,47,104392,30
9505,Female,36,75112,47
8673,Female,25,56243,47
43793,Male,30,43120,29
6667,Female,25,172143,84
10701,Female,19,34925,96
35881,Male,65,64336,49
40322,Male,38,180366,71
35110,Female,48,116677,27
47180,Male,23,22243,68
22879,Female,23,87471,51
33626,Female,18,35573,71
42162,Male,41,44543,6
13423,Female,56,175340,5
21954,Female,47,75853,59
39234,Male,30,98344,78
38157,Female,34,36610,73
45841,Male,42,21236,28
28497,Female,33,87253,47
39420,Female,42,183347,90
48599,Female,25,46697,41
27438,Female,38,125348,12
22866,Female,20,37931,16
34376,Male,40,45640,80
23084,Female,18,141958,11
22877,Male,23,142425,24
14022,Female,45,120676,19
7768,Male,39,70329,53
13701,Male,49,43042,97
24016,Male,27,82632,51
12118,Female,28,167569,28
22908,Male,38,38072,23
27100,Male,37,35382,75
10737,Male,31,80888,10
6001,Female,27,100185,34
22909,Male,58,69476,40
44004,Male,33,72820,50
18488,Male,38,38885,88
23942,Male,28,137609,71
19269,Female,37,57059,22
31761,Female,45,43603,85
33184,Male,55,71091,46
11104,Female,32,60828,57
12360,Female,36,79310,41
49175,Female,46,167590,77
49932,Male,36,79052,50
5326,Male,18,42811,63
8344,Male,32,40638,38
25940,Female,19,54551,71
6707,Male,38,73589,56
31031,Male,28,141042,11
24479,Male,49,248959,74
30395,Male,44,80741,58
12685,Female,32,65478,42
9076,Female,39,85518,45
45921,Female,21,40574,15
37377,Female,40,42670,8
26831,Male,46,103310,94
29997,Male,38,147623,21
48715,Female,28,216897,82
44776,Female,28,54067,50
1054,Female,19,217938,91
25994,Male,26,39462,62
18766,Female,21,60418,49
13765,Female,27,24749,10
36111,Male,47,58089,41
5197,Male,63,28645,81
12705,Male,50,61598,41
31600,Male,39,32381,17
36451,Female,24,38953,8
44025,Female,43,47697,72
5762,Male,18,46589,85
8026,Male,61,66510,56
46907,Male,50,49198,24
17233,Male,45,158413,90
47328,Male,37,50579,44
41842,Male,41,48338,80
24131,Male,18,52015,43
39699,Male,20,86178,54
36156,Male,37,77911,47
9929,Female,31,88607,53
6905,Female,37,35662,84
46640,Female,27,23874,6
13617,Female,24,73547,47
26337,Male,34,113889,6
5443,Female,50,56022,40
31996,Female,38,118847,31
44849,Male,46,46225,29
46494,Female,27,84468,51
40869,Female,37,79193,56
1172,Female,26,45541,6
11688,Male,33,82792,97
18411,Female,39,71892,50
24995,Female,40,71668,56
36851,Female,34,88924,53
39456,Male,26,67015,43
19657,Male,43,86300,55
28154,Female,22,33920,95
20324,Male,22,64235,52
36537,Female,51,53317,92
4207,Male,28,28111,7
42851,Male,42,75600,58
46021,Female,18,111250,8
40804,Male,29,32207,60
10859,Female,59,32767,96
10639,Male,18,52946,41
22587,Female,31,59348,45
37017,Female,42,133771,23
36525,Female,18,73314,41
44340,Female,18,44639,88
49500,Male,46,73413,54
32189,Male,49,177293,72
43726,Female,37,153903,77
28663,Female,54,63152,51
19525,Male,41,83817,51
37968,Female,37,132044,23
17025,Male,38,71386,50
29285,Male,39,104409,29
8948,Female,42,225282,74
33015,Male,39,49045,35
24424,Male,49,41414,86
12069,Female,38,32062,66
37079,Male,68,299043,84
11503,Male,30,115747,29
24540,Male,40,72507,54
31151,Female,41,28186,74
5095,Male,21,272200,78
44098,Female,28,15000,65
40535,Female,30,173037,91
451,Male,18,75668,47
36299,Female,35,29150,91
13833,Male,41,86699,52
12829,Female,30,68966,41
18777,Male,48,45917,36
1623,Male,59,67103,46
31309,Male,34,50115,48
48724,Female,47,68594,46
34538,Female,35,22046,29
18241,Male,45,26358,5
33028,Male,42,149141,16
19624,Male,27,243482,90
32449,Male,37,47994,32
32935,Male,25,75319,59
10652,Female,36,92369,48
38493,Male,36,136160,31
44801,Male,67,37903,25
42659,Female,61,265500,80
12230,Female,34,85993,46
7511,Female,25,80519,51
42266,Female,19,28983,61
30524,Male,40,36517,26
39672,Male,43,53151,42
37911,Male,46,63727,48
18878,Male,45,31653,13
10954,Male,51,203939,83
34123,Female,47,132034,6
420,Male,36,77068,51
30670,Male,24,50165,54
36291,Female,40,131790,77
3437,Female,30,29797,26
25824,Female,19,30589,10
6250,Male,34,19734,36
30287,Female,53,222102,70
38741,Male,33,40411,37
36866,Male,18,27974,96
26573,Male,43,34674,68
8976,Female,34,284643,83
16120,Female,23,70141,56
41935,Female,32,148138,22
27466,Male,23,90312,41
2716,Female,26,77698,55
4843,Male,41,40914,12
34299,Male,47,72994,46
42488,Female,36,170770,25
20305,Male,38,142883,18
35890,Female,51,68516,53
6075,Female,32,148417,75
27193,Female,45,49546,91
45857,Male,41,103176,17
43377,Female,31,69168,56
31426,Male,22,67083,47
46457,Male,18,58563,41
9910,Male,49,19717,87
32103,Male,52,48736,43
15688,Male,21,20444,13
3504,Female,22,176964,27
2139,Male,62,54167,54
41961,Female,39,261351,79
5602,Female,55,17986,5
20979,Male,40,61171,41
2251,Female,29,59843,45
44292,Female,28,161039,19
4646,Female,38,178770,29
20458,Female,22,117060,23
21,Male,27,50641,35
19350,Male,27,45665,70
19497,Female,39,21016,20
15943,Female,24,195058,71
16696,Male,41,23723,60
41552,Female,18,61032,40
23319,Female,47,40069,67
47489,Male,40,28716,29
35662,Female,43,53443,48
24501,Female,38,64828,50
28006,Male,45,48497,32
47815,Male,18,108128,34
6113,Female,27,63993,51
42047,Female,48,82317,41
17895,Female,36,36840,6
40868,Female,29,80475,44
13158,Male,18,50539,41
27500,Female,24,81081,50
33399,Female,21,60457,45
24420,Female,39,85410,42
36314,Female,43,61087,56
48311,Female,32,161772,27
8886,Male,47,34195,95
12403,Female,35,18739,97
12113,Female,47,25816,69
15482,Male,22,26044,84
23247,Female,28,30868,85
18,Male,37,58638,42
3410,Female,20,44643,34
32950,Female,18,52977,56
47495,Female,47,155268,29
47146,Male,40,37347,15
34975,Male,49,77859,53
27793,Female,28,77347,47
25334,Female,54,35987,16
6433,Female,27,33766,11
4432,Male,32,79443,41
29102,Male,24,121741,7
39116,Female,46,83421,40
29805,Male,55,139461,22
38731,Male,24,31500,35
16367,Female,38,261789,83
12566,Female,40,37825,10
16663,Male,35,27876,25
30449,Male,43,60277,51
18558,Male,32,67845,58
44628,Female,37,82561,42
22913,Male,52,40046,87
13374,Male,24,29438,35
4295,Female,42,138857,11
48876,Female,38,156228,89
18146,Female,51,59758,43
48064,Female,50,68850,52
16160,Female,38,63990,59
29381,Female,30,74650,45
48061,Female,40,40416,27
27773,Male,54,69646,47
1549,Female,28,131379,17
7521,Male,55,159271,26
38163,Male,39,33797,22
40993,Female,40,77012,56
26100,Female,23,167672,81
41105,Male,46,88202,40
10036,Female,29,49104,40
27065,Male,30,218125,85
44614,Female,27,72417,51
4552,Female,36,21110,69
13135,Female,28,85696,49
2065,Female,33,56022,50
20327,Male,34,66486,45
18932,Male,18,235286,93
40473,Female,42,48173,7
17834,Female,39,70511,45
34417,Male,36,103468,30
35948,Female,62,87734,53
104,Male,44,38254,38
4232,Female,27,118445,18
11004,Female,54,196548,86
12787,Male,36,48769,50
38579,Male,56,56279,43
21334,Male,35,90118,52
47012,Male,50,44069,38
16990,Female,26,77224,46
43144,Male,43,85454,55
20535,Female,36,46580,15
17363,Female,45,99063,18
17002,Female,18,163368,20
8092,Male,41,49087,54
47708,Female,37,35405,30
14759,Female,50,89822,54
19443,Female,34,66690,53
31842,Female,39,22953,64
17868,Male,22,21422,75
9604,Male,47,53195,58
26027,Female,44,94085,52
23158,Male,18,23928,20
18076,Male,43,65642,41
35257,Male,37,27425,28
23959,Female,18,51446,30
6596,Male,34,51049,58
6381,Female,43,275727,88
22421,Female,55,58992,47
17426,Male,32,104261,20
42156,Female,29,46844,74
28538,Female,25,89919,57
38145,Female,30,44090,30
43227,Female,48,184143,91
35921,Female,33,43262,36
18122,Female,28,37509,66
3566,Male,23,47814,53
2231,Male,25,70882,56
35737,Female,37,19917,75
27516,Female,39,47422,51
15396,Male,35,176223,12
9137,Female,26,69673,48
34554,Male,30,66682,59
47414,Female,42,84162,52
31322,Female,41,93599,49
40603,Female,43,36714,76
28904,Female,39,45753,5
36418,Female,18,77216,40
14462,Female,56,49554,50
19365,Female,37,104470,25
40495,Female,42,39564,19
32937,Female,23,87192,47
32503,Male,34,61393,46
13080,Male,39,17453,38
40768,Male,46,15159,39
5912,Male,48,120639,16
28792,Male,66,146656,98
46485,Male,38,159184,88
3832,Male,30,50180,40
9690,Female,60,78520,59
26515,Male,21,81232,42
33009,Female,29,41453,33
17487,Male,40,91838,29
2224,Female,46,78118,59
34120,Female,27,75170,57
7150,Male,34,138402,78
34114,Female,36,93083,23
11746,Female,49,46387,25
46158,Female,63,29834,22
1873,Female,47,42834,63
31397,Female,44,69867,45
39893,Male,36,165492,78
49403,Female,22,59419,41
42268,Male,61,48350,46
31979,Male,19,94160,70
24186,Male,22,71014,53
4815,Male,28,152677,15
39764,Male,29,53263,73
6662,Male,30,33342,31
49302,Female,27,25218,13
32916,Male,27,54802,59
46189,Male,52,132573,96
41052,Female,26,181438,29
11747,Female,18,72249,43
26704,Female,49,50035,42
2913,Male,39,39240,32
12764,Female,44,27139,87
3689,Male,25,38038,26
380,Female,43,49318,5
2677,Female,38,69332,50
31106,Female,39,125929,26
47627,Female,44,85337,53
4652,Male,38,29254,7
29852,Female,18,21691,6
2893,Male,30,71903,54
48928,Male,62,23807,94
30187,Male,41,87627,56
13536,Female,18,49678,19
21842,Male,41,40124,74
20931,Female,32,115761,96
15880,Male,42,46814,95
49239,Female,39,67095,58
35524,Female,28,73202,46
19132,Male,25,57848,45
3828,Female,55,136989,6
27231,Male,36,82190,54
39028,Male,20,180756,6
27682,Male,22,48561,44
48525,Female,39,41564,62
4706,Female,41,58365,50
35220,Female,20,78185,57
23027,Female,37,139438,14
48186,Female,28,28044,39
7670,Female,34,138086,86
12786,Female,19,142725,79
13989,Male,29,90811,45
13791,Male,30,73173,45
35096,Female,47,28755,65
12489,Male,22,90391,13
23364,Female,48,63754,51
31329,Male,43,119839,25
40758,Male,20,33068,83
19869,Female,38,207911,87
45226,Male,36,64226,56
21683,Female,49,41624,89
35451,Female,38,135775,79
36051,Female,18,253068,72
47680,Female,23,146010,10
26789,Female,38,78038,50
41389,Female,40,15000,24
22659,Male,44,210491,96
45638,Female,46,199513,89
36204,Male,27,63115,54
13570,Male,46,76325,57
22526,Female,37,73601,48
39787,Female,43,87769,45
19989,Male,44,54852,41
31267,Female,33,40653,32
49166,Male,42,25004,31
29727,Female,46,138012,9
5552,Female,46,87310,59
18990,Male,23,95706,89
9778,Male,21,164259,32
39146,Male,29,36878,64
23829,Male,36,69742,56
12693,Male,48,33626,22
33701,Female,61,53417,41
12709,Male,43,287874,75
39157,Male,49,225320,73
25505,Male,18,32725,23
14818,Female,34,107774,26
32367,Male,18,121694,15
25606,Male,30,157100,30
32755,Female,44,64151,59
49241,Female,39,49505,57
10493,Female,34,89895,44
22496,Female,49,81734,54
13484,Female,48,73545,51
31808,Male,41,42084,88
13526,Female,33,252473,89
1792,Male,40,161718,23
13530,Male,32,230584,95
1182,Male,37,61243,40
35226,Female,18,25433,6
20347,Male,34,50219,50
18802,Female,39,166460,30
14710,Female,54,30925,65
45334,Male,30,58000,47
8620,Male,18,69416,47
2585,Female,26,77032,57
28001,Male,31,123642,12
14740,Female,41,34909,30
33072,Male,27,31618,82
